model_times,model_recall
0.005590,0.339833
0.005788,0.415600
0.005887,0.496000
0.005993,0.543467
0.006079,0.580500
0.006208,0.629367
0.006513,0.708533
0.007248,0.802067
0.007923,0.850133
0.009009,0.915600
0.010187,0.969200
