model_times,model_recall
0.006787,0.376633
0.007325,0.474700
0.007595,0.574533
0.007827,0.642333
0.008083,0.690500
0.008389,0.748733
0.008906,0.808200
0.010314,0.887533
0.011487,0.926967
0.013481,0.962267
0.015763,0.978833
