model_times,model_recall
0.005818,0.386700
0.006002,0.480667
0.006089,0.580200
0.006176,0.643500
0.006258,0.690433
0.006360,0.743833
0.006610,0.825333
0.007121,0.904633
0.007577,0.935500
0.008403,0.967233
0.009416,0.989300
