model_times,model_recall
0.009654,0.292467
0.010603,0.350833
0.011029,0.415333
0.011488,0.455867
0.011898,0.487000
0.012582,0.530400
0.013705,0.579567
0.016467,0.659933
0.019306,0.719933
0.023733,0.810233
0.029013,0.913267
