model_times,model_recall
0.013614,0.205667
0.015434,0.270767
0.019722,0.403900
0.022881,0.478333
0.028733,0.582700
0.056622,0.814633
0.080735,0.892367
0.120028,0.950833
0.153688,0.972933
0.211504,0.991000
0.275184,0.998300
