model_times,model_recall
0.004700,0.354400
0.004926,0.450167
0.005056,0.544567
0.005151,0.613600
0.005251,0.664233
0.005370,0.711667
0.005658,0.798833
0.006168,0.890133
0.006630,0.932367
0.007523,0.972733
0.008638,0.992400
