model_times,model_recall
0.005793,0.304500
0.006261,0.375100
0.006474,0.454333
0.006703,0.498233
0.006902,0.533667
0.007256,0.576733
0.007968,0.640733
0.009568,0.727233
0.010901,0.781167
0.013891,0.877400
0.015522,0.955500
