model_times,model_recall0.020366,0.209867
0.026194,0.274967
0.029664,0.339667
0.032892,0.381667
0.037496,0.416767
0.059835,0.489967
0.081492,0.544333
0.097626,0.622967
0.106993,0.687933
0.142847,0.804267
0.198291,0.925767
