model_times,model_recall0.003581,0.309833
0.003888,0.365100
0.004068,0.438567
0.004209,0.478200
0.004417,0.513533
0.005411,0.616733
0.007253,0.719267
0.011145,0.831767
0.014904,0.887900
0.019539,0.944000
0.021750,0.979033
