model_times,model_recall
0.011596,0.218267
0.011763,0.276733
0.012633,0.408633
0.013427,0.482733
0.015478,0.583733
0.030462,0.800267
0.049451,0.872600
0.088817,0.930267
0.128134,0.952767
0.199094,0.977333
0.258903,0.992367
