model_times,model_recall
0.005330,0.362233
0.005442,0.473100
0.005578,0.544100
0.005727,0.609800
0.005844,0.655033
0.005965,0.712733
0.006340,0.802567
0.006997,0.884867
0.007542,0.929933
0.008533,0.969567
0.009542,0.988333
