L2_pred,L2
0,848
1,1099
2,997
3,1216
4,957
5,867
6,937
7,1117
8,756
9,953
10,672
11,742
12,972
13,659
14,863
15,613
16,695
17,743
18,1563
19,894
20,918
21,1223
22,952
23,1364
24,1161
25,588
26,897
27,1370
28,742
29,1547
30,755
31,717
32,1047
33,1605
34,623
35,924
36,649
37,751
38,1079
39,1218
40,1398
41,1589
42,904
43,650
44,703
45,694
46,758
47,987
48,1053
49,831
50,788
51,1437
52,983
53,986
54,1297
55,793
56,1115
57,741
58,776
59,690
60,932
61,1696
62,1045
63,1342
64,1081
65,1119
66,827
67,542
68,1726
69,951
70,696
71,924
72,733
73,1360
74,855
75,1590
76,1312
77,746
78,1384
79,1257
80,642
81,997
82,1356
83,1266
84,1668
85,666
86,640
87,856
88,563
89,760
90,924
91,789
92,1050
93,913
94,739
95,1737
96,1675
97,645
98,1819
99,711
