L2_pred,L2
0,757
1,841
2,647
3,595
4,1295
5,607
6,935
7,1440
8,1577
9,1020
10,858
11,723
12,800
13,899
14,640
15,1190
16,1162
17,1013
18,974
19,1264
20,992
21,1290
22,851
23,1908
24,908
25,1228
26,1061
27,1650
28,1192
29,791
30,1483
31,586
32,864
33,1065
34,781
35,1107
36,1145
37,870
38,550
39,1237
40,882
41,1222
42,902
43,1148
44,1182
45,759
46,881
47,1028
48,890
49,821
50,1069
51,860
52,1078
53,790
54,1383
55,1662
56,767
57,970
58,698
59,1247
60,1537
61,804
62,829
63,696
64,806
65,1137
66,1799
67,1650
68,809
69,1408
70,1817
71,1196
72,1428
73,878
74,668
75,1453
76,757
77,684
78,765
79,533
80,699
81,647
82,1427
83,582
84,1083
85,588
86,1194
87,1008
88,840
89,800
90,629
91,1059
92,769
93,809
94,1013
95,748
96,1070
97,594
98,902
99,850
