L2_pred,L2
0,912
1,1033
2,1136
3,1187
4,1125
5,878
6,1053
7,1278
8,1078
9,693
10,894
11,1051
12,982
13,1477
14,827
15,1503
16,1322
17,1822
18,943
19,682
20,1269
21,783
22,779
23,768
24,694
25,753
26,782
27,1005
28,1128
29,860
30,1165
31,956
32,683
33,682
34,1610
35,799
36,807
37,640
38,1962
39,1125
40,691
41,1387
42,729
43,805
44,640
45,1103
46,1761
47,578
48,819
49,1314
50,1301
51,972
52,848
53,618
54,978
55,1123
56,860
57,760
58,1164
59,1093
60,746
61,926
62,1090
63,844
64,856
65,824
66,1061
67,955
68,1508
69,748
70,688
71,641
72,1058
73,1143
74,743
75,653
76,745
77,1072
78,1731
79,1227
80,1792
81,663
82,862
83,697
84,1647
85,670
86,1170
87,846
88,1297
89,805
90,932
91,802
92,1302
93,1096
94,848
95,771
96,1528
97,697
98,597
99,1049
