L2_pred,L2
0,645
1,762
2,1711
3,839
4,1083
5,942
6,808
7,829
8,562
9,818
10,732
11,731
12,1359
13,810
14,729
15,1003
16,1020
17,783
18,914
19,758
20,808
21,763
22,2126
23,793
24,1328
25,1020
26,1114
27,1981
28,802
29,853
30,1189
31,719
32,852
33,869
34,641
35,1017
36,909
37,993
38,1168
39,1685
40,716
41,840
42,889
43,667
44,1308
45,1651
46,1331
47,1714
48,984
49,1424
50,1139
51,1286
52,606
53,801
54,962
55,830
56,1569
57,814
58,563
59,681
60,993
61,1918
62,668
63,1499
64,937
65,853
66,1099
67,1160
68,1270
69,1324
70,722
71,988
72,1271
73,900
74,1122
75,1121
76,722
77,1768
78,928
79,976
80,778
81,1029
82,574
83,1056
84,636
85,660
86,1127
87,1017
88,936
89,734
90,1086
91,735
92,809
93,1004
94,712
95,1104
96,1292
97,695
98,741
99,793
