L2_pred,L2
0,947
1,1071
2,932
3,842
4,858
5,1776
6,873
7,1018
8,1283
9,676
10,811
11,1450
12,644
13,760
14,936
15,693
16,826
17,1356
18,852
19,721
20,1004
21,705
22,1047
23,1028
24,921
25,678
26,1591
27,639
28,899
29,1177
30,1031
31,739
32,817
33,849
34,1288
35,1879
36,853
37,1349
38,678
39,1207
40,920
41,771
42,762
43,1143
44,789
45,597
46,994
47,712
48,1074
49,1187
50,970
51,1868
52,920
53,911
54,1136
55,945
56,1055
57,778
58,979
59,1840
60,839
61,1261
62,1273
63,1477
64,1905
65,753
66,1594
67,1123
68,807
69,1209
70,1121
71,702
72,822
73,652
74,1099
75,754
76,846
77,985
78,605
79,1755
80,1282
81,691
82,1011
83,883
84,907
85,590
86,918
87,1115
88,1182
89,621
90,1216
91,710
92,1212
93,582
94,837
95,852
96,662
97,726
98,811
99,1555
