L2_pred,L2
0,1677
1,991
2,703
3,678
4,905
5,720
6,1076
7,633
8,704
9,1429
10,630
11,1027
12,925
13,914
14,1374
15,759
16,990
17,1567
18,1414
19,841
20,1079
21,1146
22,1282
23,842
24,821
25,845
26,952
27,1642
28,983
29,753
30,1268
31,912
32,1020
33,798
34,1183
35,786
36,1143
37,828
38,1073
39,1336
40,684
41,1317
42,931
43,1135
44,739
45,786
46,941
47,1014
48,1114
49,1295
50,890
51,930
52,1015
53,658
54,852
55,955
56,735
57,744
58,1261
59,765
60,801
61,720
62,1045
63,555
64,1112
65,1015
66,871
67,859
68,1104
69,899
70,878
71,913
72,1627
73,1256
74,895
75,1261
76,1178
77,1175
78,1195
79,824
80,899
81,695
82,1080
83,1406
84,1820
85,1177
86,877
87,653
88,1725
89,1070
90,546
91,589
92,797
93,1522
94,886
95,1198
96,653
97,835
98,1043
99,936
