L2_pred,L2
0,768
1,1791
2,751
3,1040
4,948
5,858
6,691
7,1351
8,748
9,1007
10,2200
11,831
12,969
13,1425
14,996
15,923
16,760
17,936
18,785
19,921
20,1109
21,959
22,848
23,1510
24,983
25,824
26,816
27,627
28,633
29,1458
30,578
31,1029
32,1025
33,876
34,914
35,1010
36,821
37,1239
38,998
39,1057
40,789
41,1302
42,689
43,975
44,1252
45,1669
46,963
47,1102
48,798
49,1045
50,1228
51,1198
52,701
53,1077
54,1578
55,1101
56,781
57,832
58,813
59,1348
60,611
61,1315
62,1017
63,660
64,1178
65,1129
66,1177
67,544
68,822
69,745
70,1541
71,1008
72,1350
73,894
74,1009
75,1533
76,1076
77,620
78,605
79,1071
80,760
81,1103
82,621
83,550
84,890
85,808
86,756
87,877
88,1308
89,612
90,1028
91,628
92,655
93,794
94,2391
95,809
96,730
97,1908
98,755
99,858
