L2_pred,L2
0,951
1,1442
2,892
3,1491
4,649
5,1163
6,1106
7,1102
8,1042
9,868
10,1313
11,689
12,706
13,949
14,743
15,1363
16,796
17,1134
18,863
19,1289
20,909
21,1059
22,653
23,599
24,1075
25,941
26,1676
27,1251
28,1298
29,854
30,724
31,1105
32,1182
33,671
34,1222
35,801
36,1344
37,1010
38,863
39,1544
40,661
41,590
42,1053
43,951
44,1151
45,852
46,828
47,957
48,1214
49,1058
50,657
51,1489
52,618
53,958
54,721
55,1273
56,1363
57,1074
58,799
59,726
60,779
61,1734
62,1660
63,1472
64,770
65,1321
66,1082
67,559
68,1235
69,1100
70,907
71,608
72,1025
73,662
74,804
75,870
76,728
77,1240
78,595
79,1167
80,805
81,782
82,888
83,1479
84,670
85,1461
86,1068
87,956
88,1721
89,600
90,757
91,541
92,714
93,708
94,809
95,867
96,620
97,1454
98,1474
99,983
