L2_pred,L2
0,605
1,1005
2,1133
3,582
4,1625
5,844
6,909
7,670
8,723
9,1391
10,1038
11,814
12,779
13,1507
14,1620
15,655
16,1698
17,1052
18,1058
19,706
20,713
21,841
22,1414
23,887
24,817
25,1103
26,1014
27,952
28,774
29,974
30,749
31,1224
32,734
33,1118
34,692
35,950
36,915
37,1281
38,1511
39,655
40,731
41,1104
42,883
43,1580
44,918
45,594
46,1058
47,764
48,1184
49,1221
50,1072
51,873
52,1672
53,875
54,1309
55,996
56,1017
57,892
58,855
59,1970
60,636
61,1204
62,874
63,642
64,1121
65,623
66,960
67,1219
68,628
69,996
70,1177
71,1041
72,1143
73,630
74,1093
75,740
76,957
77,823
78,1021
79,1237
80,1060
81,1639
82,1071
83,1322
84,592
85,674
86,605
87,759
88,1056
89,1313
90,675
91,743
92,831
93,856
94,1057
95,1162
96,790
97,1436
98,1367
99,927
