L2_pred,L2
0,762
1,904
2,1014
3,812
4,757
5,684
6,760
7,1203
8,719
9,1323
10,1145
11,856
12,922
13,826
14,737
15,858
16,1256
17,613
18,1534
19,628
20,884
21,1550
22,761
23,616
24,1286
25,1662
26,774
27,647
28,771
29,948
30,1149
31,1042
32,668
33,1322
34,1278
35,1682
36,796
37,891
38,872
39,1048
40,1156
41,806
42,1177
43,663
44,747
45,821
46,783
47,935
48,719
49,915
50,793
51,793
52,901
53,971
54,840
55,856
56,1087
57,1116
58,1496
59,2155
60,693
61,745
62,749
63,954
64,812
65,1057
66,755
67,821
68,1548
69,1089
70,567
71,1106
72,1277
73,1121
74,1015
75,807
76,763
77,1452
78,808
79,2116
80,655
81,1087
82,1465
83,1218
84,730
85,1328
86,897
87,687
88,603
89,2051
90,1483
91,922
92,1118
93,919
94,839
95,1276
96,946
97,943
98,939
99,949
