L2_pred,L2
0,512
1,726
2,893
3,1276
4,977
5,981
6,1083
7,941
8,1071
9,994
10,733
11,1024
12,799
13,1082
14,654
15,587
16,841
17,1475
18,699
19,1122
20,1040
21,760
22,1368
23,1513
24,772
25,1110
26,600
27,1173
28,1082
29,1584
30,963
31,1196
32,718
33,649
34,898
35,1211
36,845
37,1023
38,1389
39,1119
40,1742
41,982
42,977
43,877
44,1064
45,817
46,1106
47,1482
48,600
49,754
50,1099
51,892
52,877
53,750
54,923
55,681
56,1068
57,1484
58,805
59,999
60,1010
61,575
62,1615
63,1132
64,827
65,1277
66,654
67,750
68,960
69,763
70,670
71,1617
72,929
73,1001
74,1197
75,1358
76,838
77,705
78,619
79,969
80,1277
81,647
82,910
83,1129
84,1132
85,842
86,1060
87,776
88,1185
89,1049
90,729
91,1421
92,1090
93,1686
94,799
95,717
96,1070
97,1681
98,1024
99,848
