L2_pred,L2
0,979
1,584
2,1553
3,893
4,714
5,1155
6,782
7,901
8,853
9,1205
10,1101
11,970
12,720
13,835
14,1119
15,1207
16,1439
17,594
18,805
19,692
20,830
21,2678
22,740
23,1283
24,1058
25,1017
26,875
27,1478
28,845
29,1146
30,945
31,896
32,966
33,661
34,1163
35,1169
36,1914
37,1585
38,1333
39,1174
40,911
41,762
42,568
43,672
44,776
45,1041
46,792
47,776
48,852
49,833
50,1190
51,691
52,775
53,891
54,756
55,656
56,690
57,1125
58,787
59,529
60,1292
61,751
62,1157
63,868
64,673
65,1070
66,1711
67,1105
68,812
69,799
70,1090
71,712
72,1435
73,905
74,1078
75,1348
76,1660
77,1029
78,976
79,715
80,891
81,1504
82,716
83,924
84,655
85,1294
86,649
87,877
88,1406
89,1460
90,970
91,980
92,834
93,1745
94,748
95,723
96,898
97,1150
98,505
99,955
