L2_pred,L2
0,990
1,854
2,828
3,1211
4,1165
5,908
6,699
7,650
8,1083
9,851
10,1725
11,727
12,1980
13,764
14,747
15,1467
16,1085
17,1171
18,652
19,685
20,709
21,1548
22,641
23,1672
24,722
25,1066
26,1056
27,828
28,959
29,743
30,783
31,547
32,879
33,718
34,772
35,1111
36,1675
37,899
38,767
39,684
40,1222
41,757
42,869
43,1778
44,739
45,953
46,1007
47,685
48,1171
49,1154
50,898
51,1233
52,1208
53,618
54,595
55,1825
56,972
57,796
58,1674
59,989
60,852
61,978
62,1426
63,1213
64,778
65,1418
66,1190
67,1398
68,948
69,731
70,622
71,1559
72,1389
73,982
74,1375
75,1136
76,914
77,1002
78,1025
79,572
80,1271
81,795
82,760
83,889
84,1589
85,1004
86,558
87,1675
88,876
89,1250
90,728
91,767
92,856
93,652
94,1119
95,694
96,714
97,882
98,591
99,658
