model_times,model_recall
0.008178,0.261133
0.008864,0.315967
0.009254,0.374867
0.009592,0.414633
0.009926,0.438900
0.010607,0.478467
0.012283,0.541333
0.015843,0.657967
0.019236,0.740267
0.023058,0.858867
0.023863,0.937000
