model_times,model_recall
0.006327,0.272300
0.006988,0.327200
0.007336,0.385733
0.007652,0.419767
0.007937,0.449533
0.008496,0.490400
0.009931,0.569967
0.013007,0.680333
0.015858,0.761133
0.019093,0.878333
0.019756,0.955367
