model_times,model_recall
0.006003,0.300933
0.006604,0.371633
0.006898,0.442067
0.007209,0.483167
0.007528,0.510967
0.008048,0.553400
0.009295,0.625733
0.011934,0.725467
0.014390,0.788667
0.017499,0.887900
0.018741,0.960667
