model_times,model_recall
0.005731,0.334167
0.006229,0.418433
0.006429,0.511667
0.006684,0.560967
0.006898,0.602567
0.007175,0.654300
0.007734,0.730400
0.008794,0.817800
0.009682,0.864067
0.011300,0.926200
0.013353,0.977433
