model_times,model_recall
0.004504,0.397133
0.004568,0.494367
0.004599,0.603033
0.004632,0.665467
0.004665,0.710800
0.004710,0.760033
0.004800,0.837167
0.004992,0.913467
0.005144,0.945967
0.005409,0.975000
0.005774,0.989333
