model_times,model_recall
0.005174,0.146167
0.006119,0.174967
0.006563,0.207833
0.007340,0.233533
0.008737,0.266433
0.020369,0.424200
0.028981,0.528533
0.035197,0.661467
0.037501,0.752067
0.038878,0.879033
0.040312,0.972300
