model_times,model_recall
0.005396,0.205167
0.005912,0.264100
0.006203,0.326700
0.006493,0.372033
0.006807,0.423800
0.009122,0.637367
0.011162,0.744333
0.014634,0.836833
0.017909,0.887533
0.023579,0.945333
0.029581,0.983400
