model_times,model_recall
0.005306,0.161700
0.006224,0.201500
0.006710,0.234767
0.007454,0.260167
0.008561,0.290067
0.019741,0.431667
0.028590,0.539733
0.034949,0.668367
0.037518,0.756700
0.039349,0.876933
0.040987,0.967533
