model_times,model_recall
0.069997,0.003367
0.070050,0.005300
0.070127,0.012433
0.070143,0.019667
0.070180,0.035300
0.070436,0.144133
0.070732,0.246833
0.071301,0.397500
0.071853,0.523467
0.072925,0.724567
0.074242,0.898200
