model_times,model_recall
0.005611,0.147900
0.006184,0.184767
0.006826,0.234800
0.007433,0.271100
0.008642,0.322733
0.017435,0.481033
0.025385,0.591700
0.034371,0.733833
0.037472,0.814233
0.039001,0.888633
0.040232,0.951833
