model_times,model_recall
0.005001,0.285467
0.005709,0.346067
0.006020,0.408900
0.006425,0.447133
0.006764,0.483033
0.007918,0.548633
0.010363,0.674100
0.018168,0.806367
0.024527,0.872967
0.030375,0.938000
0.032222,0.975600
