model_times,model_recall
0.008286,0.147967
0.009980,0.190467
0.012520,0.268500
0.015157,0.313733
0.020742,0.383333
0.040252,0.591833
0.048673,0.683467
0.056847,0.778400
0.061517,0.834967
0.067221,0.908033
0.069533,0.967500
