L2_pred,L2
0,860
1,873
2,1187
3,727
4,851
5,747
6,771
7,1488
8,889
9,1078
10,547
11,1331
12,917
13,988
14,1060
15,984
16,855
17,1507
18,1063
19,1594
20,1018
21,893
22,941
23,778
24,1091
25,691
26,1246
27,1190
28,1119
29,925
30,602
31,1045
32,831
33,1655
34,942
35,1279
36,898
37,730
38,695
39,752
40,1271
41,1104
42,1213
43,645
44,622
45,664
46,703
47,815
48,1404
49,928
50,832
51,1278
52,826
53,1070
54,1882
55,1045
56,757
57,1352
58,942
59,714
60,811
61,923
62,1122
63,1584
64,1060
65,641
66,953
67,1229
68,1262
69,642
70,859
71,936
72,1107
73,749
74,761
75,979
76,693
77,740
78,1961
79,755
80,548
81,1212
82,1287
83,1243
84,596
85,715
86,682
87,800
88,1576
89,1172
90,887
91,671
92,1497
93,1607
94,1487
95,1057
96,1068
97,855
98,770
99,798
