L2_pred,L2
0,1119
1,1083
2,1185
3,827
4,1153
5,1507
6,746
7,707
8,922
9,995
10,702
11,723
12,1189
13,867
14,2358
15,1087
16,1436
17,1094
18,707
19,1256
20,800
21,744
22,1103
23,1373
24,772
25,945
26,812
27,856
28,927
29,735
30,2920
31,1534
32,833
33,969
34,893
35,896
36,877
37,887
38,882
39,1005
40,662
41,1074
42,1022
43,563
44,988
45,565
46,612
47,1113
48,961
49,1430
50,1106
51,1158
52,853
53,930
54,1051
55,996
56,864
57,734
58,1582
59,1061
60,1395
61,1166
62,647
63,1736
64,1140
65,808
66,1025
67,776
68,911
69,1151
70,673
71,845
72,1342
73,951
74,773
75,1036
76,1044
77,1075
78,902
79,1030
80,1036
81,665
82,714
83,1146
84,1046
85,1038
86,758
87,727
88,799
89,823
90,830
91,701
92,891
93,904
94,651
95,814
96,1340
97,746
98,1435
99,759
