L2_pred,L2
0,799
1,834
2,1448
3,883
4,968
5,1311
6,606
7,748
8,797
9,1305
10,1183
11,1083
12,849
13,1148
14,868
15,603
16,1373
17,1209
18,1060
19,1247
20,879
21,614
22,1014
23,1397
24,1255
25,1044
26,660
27,841
28,717
29,1269
30,784
31,686
32,948
33,902
34,707
35,1204
36,755
37,761
38,966
39,967
40,1100
41,968
42,884
43,1877
44,814
45,750
46,939
47,696
48,979
49,770
50,951
51,1272
52,634
53,1015
54,699
55,878
56,873
57,1241
58,800
59,1556
60,1087
61,1094
62,980
63,1602
64,948
65,1283
66,1156
67,1119
68,743
69,1348
70,869
71,746
72,874
73,751
74,1223
75,972
76,1020
77,1178
78,821
79,2040
80,705
81,776
82,799
83,694
84,1304
85,1500
86,891
87,1094
88,771
89,1010
90,1019
91,913
92,1359
93,723
94,1016
95,976
96,1078
97,663
98,608
99,1859
