L2_pred,L2
0,946
1,970
2,1021
3,785
4,722
5,985
6,1241
7,806
8,902
9,879
10,704
11,726
12,1141
13,2060
14,1161
15,709
16,1067
17,1190
18,875
19,800
20,652
21,778
22,706
23,1420
24,1906
25,1054
26,1167
27,783
28,801
29,972
30,1322
31,1338
32,1152
33,838
34,577
35,1083
36,1008
37,743
38,985
39,681
40,780
41,966
42,904
43,1605
44,1175
45,1293
46,734
47,798
48,1318
49,1029
50,814
51,1132
52,729
53,636
54,635
55,724
56,738
57,820
58,800
59,780
60,1631
61,653
62,921
63,938
64,949
65,1419
66,1517
67,1076
68,772
69,988
70,1131
71,870
72,2122
73,692
74,776
75,654
76,1952
77,1267
78,731
79,629
80,935
81,749
82,785
83,1095
84,984
85,663
86,675
87,1102
88,1272
89,758
90,1128
91,1394
92,1430
93,1955
94,947
95,811
96,1164
97,889
98,979
99,531
