L2_pred,L2
0,744
1,874
2,1228
3,1104
4,1185
5,695
6,650
7,1090
8,750
9,767
10,813
11,969
12,1011
13,927
14,642
15,905
16,689
17,856
18,874
19,797
20,784
21,656
22,1479
23,1045
24,1120
25,983
26,1175
27,1137
28,841
29,749
30,721
31,890
32,689
33,840
34,1577
35,1929
36,2008
37,1279
38,747
39,970
40,1174
41,1645
42,1264
43,721
44,800
45,1968
46,757
47,1507
48,848
49,726
50,1098
51,1076
52,880
53,699
54,686
55,1224
56,1508
57,589
58,756
59,1019
60,1519
61,695
62,1419
63,916
64,850
65,1131
66,887
67,890
68,1381
69,607
70,917
71,872
72,729
73,1190
74,1404
75,800
76,652
77,1267
78,1084
79,777
80,747
81,1834
82,923
83,1455
84,1067
85,836
86,645
87,1288
88,970
89,703
90,1183
91,1075
92,830
93,705
94,614
95,1204
96,1219
97,747
98,874
99,960
