L2_pred,L2
0,802
1,1957
2,878
3,2026
4,1239
5,751
6,817
7,824
8,754
9,1120
10,979
11,896
12,712
13,880
14,888
15,990
16,1366
17,943
18,1889
19,1035
20,997
21,888
22,840
23,773
24,1229
25,645
26,685
27,1167
28,945
29,910
30,785
31,790
32,1059
33,925
34,1223
35,957
36,618
37,1382
38,1365
39,667
40,652
41,1823
42,977
43,1091
44,687
45,827
46,739
47,1055
48,691
49,2188
50,1624
51,638
52,673
53,568
54,677
55,875
56,1465
57,730
58,696
59,1004
60,779
61,1066
62,717
63,1322
64,701
65,677
66,1186
67,768
68,962
69,876
70,905
71,1976
72,814
73,700
74,1144
75,945
76,1043
77,1426
78,1220
79,714
80,1131
81,998
82,1103
83,732
84,1189
85,717
86,757
87,1055
88,1351
89,1381
90,760
91,1296
92,1430
93,1018
94,819
95,695
96,1252
97,560
98,974
99,565
