L1_pred,L2_pred,L2
0,0,28
0,1,32
0,2,40
0,3,55
0,4,30
0,5,34
0,6,37
0,7,22
0,8,30
0,9,25
0,10,38
0,11,66
0,12,29
0,13,40
0,14,34
0,15,23
0,16,39
0,17,34
0,18,51
0,19,20
0,20,59
0,21,69
0,22,36
0,23,30
0,24,56
0,25,24
0,26,38
0,27,49
0,28,45
0,29,73
0,30,26
0,31,20
0,32,107
0,33,40
0,34,26
0,35,37
0,36,35
0,37,25
0,38,56
0,39,68
0,40,25
0,41,17
0,42,59
0,43,40
0,44,21
0,45,26
0,46,36
0,47,37
0,48,14
0,49,40
0,50,34
0,51,28
0,52,72
0,53,35
0,54,34
0,55,42
0,56,41
0,57,29
0,58,36
0,59,36
0,60,38
0,61,36
0,62,40
0,63,61
0,64,91
0,65,66
0,66,36
0,67,67
0,68,41
0,69,38
0,70,47
0,71,22
0,72,51
0,73,28
0,74,24
0,75,27
0,76,40
0,77,36
0,78,26
0,79,14
0,80,105
0,81,16
0,82,53
0,83,38
0,84,54
0,85,38
0,86,75
0,87,35
0,88,19
0,89,20
0,90,33
0,91,43
0,92,36
0,93,27
0,94,32
0,95,30
0,96,33
0,97,24
0,98,35
0,99,23
1,0,19
1,1,20
1,2,21
1,3,73
1,4,12
1,5,20
1,6,23
1,7,19
1,8,17
1,9,129
1,10,11
1,11,30
1,12,14
1,13,16
1,14,17
1,15,13
1,16,124
1,17,16
1,18,21
1,19,79
1,20,23
1,21,20
1,22,96
1,23,33
1,24,21
1,25,31
1,26,33
1,27,28
1,28,25
1,29,23
1,30,15
1,31,20
1,32,10
1,33,22
1,34,16
1,35,14
1,36,18
1,37,30
1,38,28
1,39,18
1,40,13
1,41,17
1,42,96
1,43,35
1,44,8
1,45,16
1,46,20
1,47,28
1,48,18
1,49,22
1,50,19
1,51,42
1,52,21
1,53,21
1,54,25
1,55,26
1,56,21
1,57,16
1,58,16
1,59,27
1,60,26
1,61,13
1,62,21
1,63,17
1,64,14
1,65,28
1,66,17
1,67,34
1,68,16
1,69,20
1,70,21
1,71,24
1,72,18
1,73,15
1,74,21
1,75,24
1,76,29
1,77,27
1,78,17
1,79,21
1,80,15
1,81,24
1,82,34
1,83,20
1,84,15
1,85,22
1,86,21
1,87,22
1,88,39
1,89,27
1,90,27
1,91,40
1,92,60
1,93,19
1,94,26
1,95,32
1,96,439
1,97,21
1,98,21
1,99,33
2,0,18
2,1,18
2,2,24
2,3,15
2,4,12
2,5,23
2,6,23
2,7,14
2,8,13
2,9,32
2,10,23
2,11,17
2,12,10
2,13,40
2,14,26
2,15,15
2,16,20
2,17,28
2,18,26
2,19,39
2,20,23
2,21,12
2,22,18
2,23,18
2,24,25
2,25,16
2,26,16
2,27,34
2,28,26
2,29,17
2,30,18
2,31,12
2,32,20
2,33,26
2,34,22
2,35,24
2,36,29
2,37,15
2,38,15
2,39,10
2,40,36
2,41,28
2,42,18
2,43,57
2,44,19
2,45,33
2,46,46
2,47,17
2,48,45
2,49,25
2,50,19
2,51,20
2,52,11
2,53,32
2,54,21
2,55,20
2,56,21
2,57,7
2,58,16
2,59,23
2,60,25
2,61,17
2,62,15
2,63,26
2,64,26
2,65,8
2,66,14
2,67,39
2,68,18
2,69,18
2,70,17
2,71,12
2,72,30
2,73,13
2,74,28
2,75,9
2,76,32
2,77,45
2,78,16
2,79,27
2,80,5
2,81,24
2,82,13
2,83,12
2,84,18
2,85,20
2,86,20
2,87,16
2,88,25
2,89,39
2,90,42
2,91,26
2,92,21
2,93,14
2,94,21
2,95,7
2,96,9
2,97,30
2,98,11
2,99,26
3,0,12
3,1,33
3,2,50
3,3,36
3,4,37
3,5,35
3,6,48
3,7,37
3,8,44
3,9,54
3,10,43
3,11,38
3,12,25
3,13,21
3,14,20
3,15,38
3,16,31
3,17,53
3,18,10
3,19,14
3,20,52
3,21,25
3,22,68
3,23,46
3,24,57
3,25,23
3,26,39
3,27,40
3,28,106
3,29,27
3,30,48
3,31,19
3,32,19
