L2_pred,L2
0,1030
1,1047
2,831
3,993
4,690
5,701
6,1244
7,1092
8,1211
9,1090
10,849
11,816
12,1242
13,1892
14,706
15,1012
16,733
17,856
18,691
19,1061
20,953
21,947
22,739
23,692
24,725
25,733
26,850
27,861
28,2006
29,850
30,1220
31,740
32,1232
33,1186
34,948
35,719
36,881
37,809
38,772
39,1524
40,650
41,1044
42,1045
43,1494
44,861
45,1243
46,1365
47,830
48,1698
49,1369
50,873
51,910
52,736
53,1875
54,700
55,948
56,813
57,796
58,875
59,1117
60,836
61,1261
62,1066
63,1023
64,1015
65,1140
66,1093
67,783
68,1313
69,823
70,740
71,818
72,857
73,1161
74,1376
75,589
76,1146
77,1124
78,884
79,755
80,1423
81,737
82,1148
83,1187
84,963
85,673
86,786
87,890
88,1292
89,764
90,1287
91,1163
92,987
93,1115
94,865
95,1000
96,1063
97,710
98,838
99,890
