L2_pred,L2
0,922
1,1000
2,1031
3,1293
4,992
5,1315
6,678
7,1056
8,765
9,771
10,645
11,953
12,729
13,853
14,1357
15,1018
16,1760
17,777
18,1609
19,681
20,1034
21,1003
22,1587
23,807
24,768
25,1102
26,1297
27,752
28,800
29,988
30,999
31,921
32,679
33,888
34,725
35,1169
36,1023
37,861
38,1570
39,1578
40,1179
41,904
42,854
43,846
44,1246
45,848
46,1604
47,915
48,967
49,1649
50,1271
51,933
52,749
53,1497
54,1038
55,939
56,634
57,1439
58,706
59,860
60,1209
61,693
62,891
63,875
64,1074
65,1002
66,995
67,1362
68,924
69,1080
70,740
71,924
72,862
73,1597
74,848
75,1095
76,694
77,877
78,914
79,646
80,852
81,919
82,1026
83,749
84,878
85,623
86,992
87,1814
88,645
89,901
90,914
91,888
92,999
93,668
94,1638
95,954
96,969
97,833
98,677
99,925
