L2_pred,L2
0,1481
1,798
2,1033
3,807
4,1181
5,1194
6,626
7,1057
8,812
9,798
10,1151
11,853
12,1145
13,1012
14,1014
15,1585
16,1043
17,894
18,626
19,1031
20,1133
21,966
22,1080
23,1140
24,781
25,701
26,636
27,1767
28,658
29,853
30,1238
31,972
32,792
33,658
34,983
35,608
36,625
37,967
38,588
39,1566
40,695
41,1102
42,784
43,1173
44,1182
45,783
46,2089
47,1234
48,1043
49,997
50,1057
51,874
52,1158
53,1011
54,770
55,841
56,915
57,790
58,1413
59,684
60,868
61,800
62,702
63,1397
64,1416
65,1750
66,612
67,990
68,910
69,1603
70,1201
71,1623
72,867
73,659
74,1382
75,990
76,828
77,1178
78,818
79,888
80,1425
81,722
82,660
83,1169
84,848
85,735
86,849
87,891
88,858
89,704
90,826
91,899
92,1209
93,1805
94,754
95,608
96,798
97,1221
98,992
99,1097
