model_times,model_recall
0.006656,0.121000
0.007137,0.154200
0.007822,0.195467
0.008435,0.221633
0.009664,0.260533
0.021294,0.406233
0.032521,0.524733
0.040589,0.670600
0.042964,0.740167
0.045797,0.837467
0.049158,0.919800
