model_times,model_recall
0.004729,0.387433
0.004939,0.481733
0.005032,0.582967
0.005138,0.643333
0.005224,0.686400
0.005333,0.741000
0.005614,0.824333
0.006182,0.903733
0.006670,0.939400
0.007552,0.968833
0.008620,0.989433
