model_times,model_recall
0.004622,0.393033
0.004827,0.483933
0.004918,0.587067
0.005014,0.646600
0.005099,0.692467
0.005194,0.744267
0.005465,0.829367
0.005984,0.902967
0.006460,0.937700
0.007296,0.967500
0.008311,0.989300
