model_times,model_recall
0.006169,0.364367
0.006611,0.468433
0.006794,0.569333
0.007033,0.633367
0.007205,0.682800
0.007463,0.733800
0.007904,0.794833
0.008768,0.872500
0.009718,0.911200
0.011452,0.948033
0.013515,0.980433
