model_times,model_recall
0.005256,0.369933
0.005603,0.475500
0.005738,0.584567
0.005912,0.643300
0.006061,0.691967
0.006311,0.742133
0.006623,0.793700
0.007168,0.858300
0.007833,0.900867
0.009248,0.944833
0.011275,0.977400
