model_times,model_recall
0.005639,0.059300
0.005655,0.081967
0.005791,0.099300
0.006165,0.112233
0.006629,0.125367
0.006856,0.150067
0.007989,0.232100
0.010207,0.364000
0.012113,0.477967
0.015176,0.666867
0.017067,0.855033
