model_times,model_recall
0.004508,0.410667
0.004569,0.512267
0.004598,0.615100
0.004629,0.679400
0.004658,0.726033
0.004696,0.778133
0.004773,0.851167
0.004979,0.920000
0.005189,0.948433
0.005578,0.975900
0.005906,0.990733
