L2_pred,L2
0,901
1,1063
2,919
3,549
4,971
5,643
6,672
7,812
8,970
9,998
10,898
11,591
12,814
13,792
14,1421
15,825
16,2180
17,1143
18,926
19,1016
20,908
21,929
22,988
23,1260
24,1814
25,1176
26,735
27,853
28,734
29,899
30,773
31,596
32,1277
33,1581
34,984
35,843
36,1560
37,1255
38,1044
39,1250
40,1020
41,705
42,1019
43,904
44,1054
45,652
46,1024
47,1166
48,892
49,897
50,1208
51,732
52,937
53,1027
54,883
55,838
56,671
57,821
58,653
59,2206
60,1323
61,782
62,731
63,1011
64,738
65,1433
66,731
67,1222
68,848
69,1250
70,1678
71,1124
72,738
73,787
74,1662
75,650
76,860
77,990
78,1286
79,856
80,1690
81,774
82,1173
83,859
84,1117
85,872
86,1088
87,937
88,1152
89,866
90,683
91,718
92,942
93,623
94,996
95,1075
96,1295
97,715
98,957
99,896
