L2_pred,L2
0,604
1,1094
2,1016
3,1850
4,1263
5,807
6,756
7,1166
8,850
9,815
10,766
11,1455
12,824
13,1438
14,622
15,1750
16,759
17,1601
18,1117
19,1129
20,1030
21,1042
22,772
23,733
24,1025
25,875
26,836
27,687
28,923
29,915
30,1338
31,1084
32,998
33,757
34,684
35,1178
36,1410
37,952
38,692
39,745
40,1248
41,811
42,967
43,1004
44,1711
45,839
46,849
47,1007
48,874
49,1492
50,544
51,733
52,795
53,1090
54,986
55,913
56,621
57,597
58,791
59,1169
60,1756
61,1279
62,1087
63,829
64,952
65,797
66,888
67,1022
68,768
69,1515
70,629
71,1179
72,1470
73,986
74,883
75,1265
76,661
77,558
78,997
79,665
80,1056
81,808
82,1148
83,975
84,826
85,741
86,708
87,1310
88,776
89,1228
90,814
91,732
92,1082
93,1102
94,942
95,1729
96,1344
97,1196
98,1062
99,836
