L2_pred,L2
0,1048
1,1058
2,1217
3,1420
4,1034
5,865
6,756
7,690
8,712
9,1068
10,1163
11,734
12,860
13,990
14,976
15,989
16,1521
17,787
18,1061
19,592
20,712
21,1265
22,743
23,1290
24,864
25,807
26,628
27,911
28,971
29,1100
30,1106
31,1041
32,661
33,949
34,1222
35,1123
36,786
37,1077
38,772
39,1211
40,868
41,866
42,1915
43,2048
44,874
45,801
46,709
47,1953
48,732
49,912
50,898
51,1271
52,794
53,869
54,638
55,928
56,830
57,1398
58,808
59,922
60,1297
61,1111
62,978
63,1370
64,618
65,866
66,1058
67,1032
68,930
69,1343
70,1114
71,770
72,1064
73,576
74,765
75,821
76,656
77,1052
78,1120
79,1375
80,684
81,1174
82,1210
83,1058
84,890
85,943
86,995
87,799
88,946
89,993
90,908
91,1367
92,1163
93,980
94,810
95,1115
96,2164
97,665
98,890
99,516
