L2_pred,L2
0,1221
1,746
2,799
3,1058
4,1016
5,731
6,1050
7,730
8,989
9,824
10,1386
11,1238
12,973
13,1373
14,819
15,1250
16,1387
17,752
18,1018
19,1335
20,892
21,962
22,1075
23,826
24,798
25,1090
26,917
27,859
28,1149
29,858
30,466
31,1221
32,984
33,1129
34,1331
35,871
36,635
37,995
38,758
39,1539
40,680
41,1479
42,1138
43,929
44,1158
45,722
46,1112
47,884
48,682
49,944
50,1146
51,1227
52,685
53,840
54,543
55,684
56,865
57,656
58,1380
59,1043
60,1350
61,812
62,1654
63,745
64,646
65,1564
66,1251
67,2194
68,970
69,878
70,1092
71,1157
72,813
73,1463
74,646
75,1578
76,1538
77,899
78,644
79,912
80,645
81,923
82,735
83,615
84,697
85,708
86,765
87,748
88,1083
89,676
90,618
91,1065
92,2056
93,1494
94,843
95,554
96,744
97,1280
98,867
99,1231
