L2_pred,L2
0,677
1,966
2,1606
3,668
4,817
5,1090
6,1554
7,1025
8,892
9,1762
10,671
11,852
12,981
13,891
14,808
15,1035
16,828
17,759
18,815
19,732
20,1215
21,664
22,751
23,1714
24,1668
25,912
26,933
27,1423
28,1104
29,857
30,795
31,1840
32,829
33,1376
34,933
35,796
36,1046
37,1146
38,1395
39,655
40,890
41,719
42,883
43,838
44,791
45,2153
46,1135
47,888
48,814
49,923
50,1171
51,664
52,705
53,693
54,1356
55,834
56,1086
57,963
58,721
59,918
60,962
61,731
62,1125
63,759
64,964
65,941
66,679
67,1435
68,758
69,1054
70,741
71,713
72,706
73,1128
74,1273
75,790
76,692
77,975
78,1042
79,1282
80,1613
81,1005
82,638
83,733
84,922
85,777
86,1815
87,1461
88,805
89,801
90,687
91,1731
92,755
93,1727
94,1096
95,690
96,726
97,1226
98,729
99,687
