L2_pred,L2
0,887
1,1020
2,925
3,1010
4,932
5,726
6,668
7,957
8,1332
9,1600
10,715
11,1064
12,1289
13,1377
14,846
15,1873
16,795
17,2153
18,687
19,683
20,1430
21,1862
22,721
23,811
24,1492
25,986
26,913
27,1044
28,724
29,666
30,1106
31,723
32,817
33,892
34,1289
35,1053
36,825
37,855
38,750
39,822
40,789
41,998
42,948
43,696
44,1442
45,821
46,714
47,1532
48,727
49,879
50,696
51,798
52,696
53,865
54,1301
55,689
56,1013
57,862
58,808
59,1129
60,1300
61,747
62,812
63,858
64,725
65,1968
66,1171
67,1850
68,1088
69,1014
70,643
71,940
72,1604
73,1070
74,1078
75,1136
76,845
77,705
78,1133
79,649
80,1556
81,694
82,675
83,899
84,621
85,679
86,643
87,599
88,656
89,852
90,1472
91,784
92,1298
93,586
94,1007
95,1228
96,800
97,1149
98,1311
99,1432
