L2_pred,L2
0,1429
1,1004
2,559
3,870
4,1321
5,1262
6,845
7,688
8,1155
9,1548
10,1002
11,975
12,1635
13,959
14,2034
15,895
16,908
17,705
18,593
19,1088
20,979
21,741
22,935
23,1275
24,886
25,988
26,809
27,968
28,1140
29,1157
30,866
31,830
32,728
33,1780
34,942
35,2436
36,1025
37,930
38,1527
39,987
40,686
41,656
42,787
43,988
44,1107
45,1004
46,1293
47,1307
48,826
49,1013
50,791
51,1137
52,1720
53,1152
54,886
55,916
56,1271
57,706
58,694
59,888
60,786
61,720
62,1048
63,744
64,694
65,1003
66,865
67,726
68,2036
69,988
70,794
71,677
72,1032
73,581
74,745
75,1316
76,1886
77,1665
78,564
79,845
80,936
81,890
82,902
83,936
84,714
85,713
86,939
87,831
88,1181
89,669
90,638
91,765
92,868
93,969
94,809
95,660
96,876
97,1365
98,842
99,550
