L2_pred,L2
0,588
1,928
2,841
3,2029
4,736
5,832
6,1433
7,804
8,637
9,989
10,1189
11,962
12,724
13,866
14,1214
15,764
16,961
17,824
18,1238
19,1270
20,1043
21,923
22,951
23,926
24,1104
25,1435
26,682
27,894
28,800
29,738
30,898
31,1112
32,1050
33,942
34,1306
35,914
36,1639
37,1068
38,764
39,1208
40,716
41,641
42,923
43,1174
44,921
45,719
46,1516
47,747
48,968
49,988
50,1911
51,1347
52,1256
53,828
54,732
55,984
56,823
57,1511
58,852
59,1263
60,684
61,1490
62,1061
63,644
64,974
65,816
66,765
67,981
68,1006
69,935
70,1024
71,814
72,1469
73,947
74,1415
75,669
76,1659
77,839
78,756
79,967
80,769
81,661
82,738
83,616
84,963
85,828
86,879
87,1040
88,724
89,1121
90,1101
91,909
92,1118
93,726
94,1178
95,592
96,1213
97,1144
98,940
99,1779
