L2_pred,L2
0,871
1,769
2,882
3,805
4,1471
5,786
6,1130
7,1332
8,537
9,865
10,1180
11,739
12,1487
13,785
14,772
15,1181
16,1229
17,764
18,893
19,1325
20,1599
21,1090
22,954
23,713
24,993
25,747
26,778
27,776
28,1567
29,560
30,1255
31,1115
32,733
33,817
34,1771
35,1314
36,883
37,1038
38,1579
39,619
40,938
41,1003
42,1203
43,699
44,1364
45,1303
46,836
47,787
48,599
49,633
50,2152
51,1019
52,1644
53,1018
54,765
55,1002
56,990
57,762
58,926
59,818
60,1338
61,833
62,1056
63,684
64,1604
65,760
66,1038
67,1185
68,1131
69,1074
70,710
71,810
72,608
73,1051
74,848
75,991
76,683
77,841
78,704
79,680
80,908
81,1064
82,1085
83,2485
84,706
85,1667
86,629
87,888
88,834
89,597
90,1150
91,505
92,876
93,837
94,768
95,1165
96,936
97,1491
98,918
99,697
