L2_pred,L2
0,1396
1,819
2,855
3,1077
4,2072
5,820
6,1052
7,1562
8,1082
9,1270
10,826
11,637
12,1017
13,861
14,1042
15,853
16,1455
17,1091
18,703
19,980
20,1373
21,1139
22,695
23,675
24,1030
25,1199
26,1047
27,1051
28,741
29,1316
30,1227
31,1033
32,1158
33,1057
34,629
35,925
36,900
37,770
38,818
39,696
40,1183
41,1008
42,665
43,906
44,748
45,992
46,1541
47,602
48,884
49,825
50,1220
51,1010
52,947
53,1397
54,901
55,770
56,801
57,678
58,955
59,862
60,1354
61,698
62,754
63,727
64,888
65,654
66,929
67,1594
68,784
69,1676
70,752
71,666
72,828
73,859
74,1461
75,905
76,1232
77,1132
78,943
79,1886
80,905
81,1350
82,924
83,1328
84,716
85,767
86,1192
87,1575
88,735
89,726
90,963
91,1033
92,632
93,647
94,1249
95,1280
96,1331
97,724
98,730
99,627
