L2_pred,L2
0,715
1,697
2,1068
3,1586
4,865
5,1102
6,696
7,732
8,1723
9,998
10,881
11,1293
12,592
13,1426
14,1484
15,894
16,803
17,845
18,1847
19,896
20,1256
21,1229
22,758
23,817
24,1821
25,653
26,794
27,771
28,1303
29,852
30,548
31,914
32,1315
33,762
34,1262
35,820
36,730
37,1636
38,884
39,758
40,682
41,944
42,644
43,702
44,1420
45,787
46,1428
47,1030
48,710
49,1610
50,692
51,737
52,1330
53,1171
54,2162
55,976
56,1753
57,1093
58,707
59,1643
60,893
61,756
62,684
63,753
64,685
65,1003
66,1000
67,694
68,790
69,657
70,553
71,686
72,1142
73,895
74,1588
75,606
76,628
77,1239
78,784
79,726
80,788
81,1677
82,1353
83,688
84,1510
85,1123
86,609
87,571
88,1382
89,928
90,821
91,1303
92,1011
93,672
94,1333
95,775
96,1009
97,636
98,942
99,860
